datetime,Year,Month,Day,dayofweek,weekdayend,NetEnergyUse,EnergyUseIn,EnergyUseOut,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2/2/2022,2022,2,2,Wednesday,day,1974.76,1945.77,-28.99,43.2,22.9,33.5,43.2,16.2,30.9,31.2,91.3,0,0,0,"rain,freezingrain",0,0.5,10.1,6.5,350.7,1029.4,74.1,3.9,75.4,6.6,4
2/3/2022,2022,2,3,Thursday,day,2086.54,2086.54,0,48.3,37.2,41.1,45,35.8,40.2,41,99.6,0.338,100,83.33,rain,0.2,0.2,19.2,7.2,146.2,1022.2,99.6,0.8,23.8,2.1,1
2/4/2022,2022,2,4,Friday,day,2044.68,2044.68,0,55.3,29,42.6,55.3,21.1,38.7,41.2,94.7,0.702,100,79.17,"rain,snow,ice",0.2,0.4,28.5,19.9,272.9,1012.1,99.8,5.6,16.2,1.4,1
2/5/2022,2022,2,5,Saturday,end,2008.77,1497.52,-511.25,28.3,19.1,24.1,18.9,8.7,13.6,11.3,58.8,0,0,0,,0,0.1,36.4,19.5,319.9,1024.8,33,9.9,135.6,11.8,6
2/6/2022,2022,2,6,Sunday,end,2057.88,1554.53,-503.35,33.4,12.9,23.4,33.3,8,18.5,11.1,59.9,0,0,0,,0,0,14.8,10.1,107.6,1034.4,9.5,9.9,136,11.7,6
2/7/2022,2022,2,7,Monday,day,2148.3,2148.3,0,36,27.1,32.1,32.1,20.9,27.7,31,95.7,0.045,100,50,"rain,freezingrain,snow",0.2,0.1,13.2,8.9,1.9,1023.9,100,4.3,24.3,1.9,1
2/8/2022,2022,2,8,Tuesday,day,2243.71,1486.76,-756.95,41.1,29.9,35.3,34.3,24.2,29.4,26.6,72.9,0.003,100,8.33,"rain,snow",0,0,23,15.8,287.3,1014.6,35.8,8.5,121.3,10.5,6
2/9/2022,2022,2,9,Wednesday,day,2326.26,1396.07,-930.19,50.1,24,35.6,50.1,20,32,22,59.9,0,0,0,freezingrain,0,0,17.2,11,190.3,1016.4,0,9.9,126.1,11.1,5
2/10/2022,2022,2,10,Thursday,day,2212.87,1337.18,-875.69,53.2,30.8,41.9,53.2,27.6,40.6,27,61.5,0,0,0,freezingrain,0,0,34,19.5,261.8,1011.4,36,9.8,165.6,14.1,7
2/11/2022,2022,2,11,Friday,day,2348.62,1195.4,-1153.22,58.1,27.3,44.2,58.1,23.5,42.7,25.7,51.4,0,0,0,,0,0,29.9,18,195.9,1013.4,15.5,9.9,127.9,11,6
2/12/2022,2022,2,12,Saturday,end,2164.04,1160.45,-1003.59,57,41,50,57,35.7,48.5,29.5,45.5,0,0,0,rain,0,0,28.9,18.8,269.9,1014,17.6,9.9,119.3,10.2,6
2/13/2022,2022,2,13,Sunday,end,1852.86,1852.86,0,39.9,25.1,31.5,35,16.9,25.6,26.9,84.4,0.232,100,62.5,"rain,snow",0.7,0.5,20.8,12.3,0.6,1018.8,99.8,4.9,16.8,1.3,1
2/14/2022,2022,2,14,Monday,day,2383.29,2383.29,0,25.1,14.1,19.8,16.9,2,10.1,3.3,48.6,0,0,0,snow,0.2,0.6,27.2,16,310.6,1022,8.1,9.9,146.2,12.4,6
2/15/2022,2022,2,15,Tuesday,day,2366.89,2366.89,0,28.3,9.2,20.3,27.1,-0.1,16.2,4.1,50.4,0,0,0,,0,0.3,17.2,10,291.9,1036.4,0,9.9,21.2,1.6,0
2/16/2022,2022,2,16,Wednesday,day,2010.33,1770.61,-239.72,47.3,16.3,33.2,43.4,15.6,30.2,22.1,64.7,0,0,0,,0,0.2,22.6,12.4,168,1035.7,6.8,9.9,121.4,10.5,6
2/17/2022,2022,2,17,Thursday,day,1928.11,1301.27,-626.84,64.6,39.4,54.9,64.6,35.3,53.9,46.1,73.5,0.079,100,8.33,rain,0,0.5,36.1,24.6,200,1018.5,53,9.7,109.8,9.3,5
2/18/2022,2022,2,18,Friday,day,2307.37,1166.12,-1141.25,62.9,28,45.6,62.9,27.3,41.9,31.9,61.2,0.228,100,29.17,rain,0,0,40.2,24.8,261.4,1007.2,50.5,9.6,116.7,10.1,6
2/19/2022,2022,2,19,Saturday,end,1808.42,1383.17,-425.25,41.1,21.8,28.8,33.1,9.6,20.7,13.2,53.4,0,0,0,snow,0,0,37.6,24.3,272.2,1017.4,27.5,9.6,96.5,8.3,5
2/20/2022,2022,2,20,Sunday,end,2682.24,1346.33,-1335.91,36.2,18,26.6,27.4,9.7,18.5,8.6,47.5,0,0,0,,0,0,24.6,14.5,232.4,1029.4,0,9.9,180,15.5,7
2/21/2022,2022,2,21,Monday,day,2557.47,1251.16,-1306.31,57.2,24.1,39.4,57.2,19.7,38.2,24.5,59.2,0,0,0,,0,0,15,7.8,202,1026.2,0,9.9,149.8,12.8,6
2/22/2022,2022,2,22,Tuesday,day,1834.88,1726.53,-108.35,60.3,35.8,49.4,60.3,33.4,48.5,46,88.5,0.105,100,20.83,rain,0,0,33.4,24.3,184,1021.4,75.9,9.2,83.8,6.7,3
2/23/2022,2022,2,23,Wednesday,day,1821.65,1399.22,-422.43,68,38.2,58.1,68,29.2,56.9,46.5,68,0,0,0,rain,0,0,29.4,17.9,267,1015.6,26.7,9.9,97,7.2,1
2/24/2022,2022,2,24,Thursday,day,1731.54,1728.08,-3.46,35.2,28.3,31.6,29.7,19.4,24.4,16.3,53.1,0,0,0,"rain,snow",0.1,0.1,20.8,12.1,29.3,1029.1,67.5,9.8,50.5,4.2,2
2/25/2022,2022,2,25,Friday,day,2019.44,1711.69,-307.75,44.2,30,34.8,36.1,21.1,27.5,29,81.7,0.671,100,50,"rain,freezingrain,ice",1.1,0.4,30.1,19.6,332.1,1019.9,88.4,7.1,73.3,6.3,4
2/26/2022,2022,2,26,Saturday,end,2537.95,1295.89,-1242.06,36.1,25.1,30,30.4,16.4,23.1,15,53.5,0,0,0,,0,0.1,20.1,12.4,309.3,1028.3,22.2,9.9,184.1,15.8,8
2/27/2022,2022,2,27,Sunday,end,2775.48,1237.02,-1538.46,48.1,24.1,36.5,42.5,18.4,30,16.7,47.5,0,0,0,,0,0,31,20.5,271,1017.2,2.1,9.9,169.3,14.5,7
2/28/2022,2022,2,28,Monday,day,2610.43,1273.23,-1337.2,37.3,27,32,35.1,17.2,25.9,9,39,0,0,0,,0,0,27.7,13.3,335.7,1023.1,19,9.9,173.6,14.9,7
3/1/2022,2022,3,1,Tuesday,day,1734.38,1523.01,-211.37,49,26.9,39,45,23.9,35.3,25.7,59,0,0,0,,0,0,23.7,15.6,191.8,1019.5,72.3,9.9,82.2,7.1,5
3/2/2022,2022,3,2,Wednesday,day,2489.16,1141.58,-1347.58,52.3,32.1,44.2,52.3,32.1,42.6,27.6,55.9,0,0,0,,0,0,17.2,10,274.3,1014.4,15.4,9.8,202,17.5,7
3/3/2022,2022,3,3,Thursday,day,2615.46,1188.49,-1426.97,46.1,27,39.9,43.7,15.8,33.4,19.7,47.5,0.002,100,8.33,rain,0,0,24.9,15.9,322.7,1017.5,35.4,9.9,209,18.2,8
3/4/2022,2022,3,4,Friday,day,2731.37,1298.13,-1433.24,38,17.9,28,32,12.6,23,7.1,42.3,0,0,0,,0,0,21.7,12.1,278.6,1032.1,0,9.9,207.9,17.9,7
3/5/2022,2022,3,5,Saturday,end,2026.05,1286.76,-739.29,48.9,24.1,36.9,45.9,20.6,34.3,21.7,56,0,0,0,,0,0,20.8,12.5,157,1030.3,17.8,9.6,121.2,10.4,5
3/6/2022,2022,3,6,Sunday,end,1542.56,1356.71,-185.85,66.9,41,55.1,66.9,39.8,54.8,48.4,78.4,0.056,100,16.67,rain,0,0,29.7,20.3,219.5,1017.1,65.3,9.2,61.4,5.4,3
3/7/2022,2022,3,7,Monday,day,1656.91,1132.75,-524.16,73.9,55.3,65.7,73.9,55.3,65.7,53.9,66.6,0.136,100,4.17,rain,0,0,44.4,25,224.4,1006.8,24.9,9.8,134.4,11.5,5
3/8/2022,2022,3,8,Tuesday,day,2341.37,1217.15,-1124.22,47.1,35.9,42.1,42.2,30,37.1,22.6,46.8,0,0,0,,0,0,33.9,18.8,303.2,1017.5,24.8,9.9,185.8,15.9,7
3/9/2022,2022,3,9,Wednesday,day,2126.26,2126.26,0,38.9,34.2,36.4,35.7,27.5,31.2,33.4,89.5,0.34,100,50,"rain,snow",0.6,0.1,21.9,12.5,42.3,1015.9,86.6,7,21.2,1.7,1
3/10/2022,2022,3,10,Thursday,day,2279.65,1254,-1025.65,50,27.1,39.2,50,25.4,37.3,31.1,75.7,0,0,0,,0,0.1,15,8.6,152.2,1020,21.5,7.8,166.3,14.4,6
3/11/2022,2022,3,11,Friday,day,2783.65,1170.53,-1613.12,57.1,29,42.8,57.1,26.4,41.4,31.5,68.2,0,0,0,,0,0,24.2,14.4,163.9,1016.1,2.5,9.8,194.3,16.9,7
3/12/2022,2022,3,12,Saturday,end,1936.95,1936.95,0,45,21,33.4,44.6,6.5,24.9,28.8,84.2,0.388,100,37.5,"rain,snow,ice",1.5,0.4,40,25,315.9,999.6,88.8,4.5,30.5,2.7,2
3/13/2022,2022,3,13,Sunday,end,2700.2,1426.03,-1274.17,31.1,20.1,25.6,30.1,6.3,16.1,10.6,52.8,0,0,0,snow,0.1,0.5,30.3,15.6,266.9,1021.1,37.4,9.7,195,16.3,7
3/14/2022,2022,3,14,Monday,day,2711.81,1317.65,-1394.16,57.1,29.8,42.9,57.1,24.8,40.4,26.1,53.4,0,0,0,,0,0.2,21.5,12.2,226.7,1027.5,24.9,9.9,197.8,17,7
3/15/2022,2022,3,15,Tuesday,day,2409.41,1229.11,-1180.3,66.2,37.1,52,66.2,37.1,51.3,32.1,49.9,0,0,0,,0,0,29.1,11.2,219.7,1022.6,17.2,9.9,184.7,16,7
3/16/2022,2022,3,16,Wednesday,day,2092.53,1042.02,-1050.51,67.9,41,55.9,67.9,41,55.8,38.3,53.4,0,0,0,,0,0,25.3,16.4,181.5,1020.8,7.1,9.9,207.3,18,7
3/17/2022,2022,3,17,Thursday,day,1620.69,1620.69,0,54.1,43.2,49.3,54.1,40.1,47.8,48,95.6,0.191,100,33.33,rain,0,0,14.8,12.4,35,1015.3,84.7,4.7,37.9,3.3,1
3/18/2022,2022,3,18,Friday,day,1643.35,1135.88,-507.47,71.3,49,58.1,71.3,48.2,58,51,81,0,0,0,,0,0,21.3,11.3,216.3,1014.6,54.4,5,168.9,14.5,7
3/19/2022,2022,3,19,Saturday,end,1559.85,956.31,-603.54,73.3,53.2,61.9,73.3,53.2,61.9,54.3,78.1,0.057,100,8.33,rain,0,0,33.2,19.4,192.1,1008.1,58.4,9.6,156.8,13.5,7
3/20/2022,2022,3,20,Sunday,end,1351.03,1121.4,-229.63,57,47.1,52.4,57,41.9,51.6,40.4,64.7,0,0,0,rain,0,0,29,15.1,289.6,1009.1,86.6,9.9,93.6,8,4
3/21/2022,2022,3,21,Monday,day,2750.55,1062.81,-1687.74,62.2,41,51.9,62.2,37.9,50.1,26.1,38.5,0,0,0,,0,0,28.3,17.1,295.4,1017.7,3.8,9.9,246.7,21.2,8
3/22/2022,2022,3,22,Tuesday,day,2527.21,953.49,-1573.72,59.1,42.1,50.6,59.1,42.1,49.6,21.1,34.9,0,0,0,,0,0,20.8,13.1,333.5,1020.4,21.6,9.9,231.3,20,8
3/23/2022,2022,3,23,Wednesday,day,1641.46,1220.31,-421.15,48.9,37.2,42.7,43.4,32,37,24.7,51.5,0.024,100,12.5,rain,0,0,32.9,14.5,84,1021.3,45.4,9.6,26.2,1.6,0
3/24/2022,2022,3,24,Thursday,day,1775.65,1775.65,0,46.2,39.9,43.8,42.7,31.4,38.1,43.5,98.9,0.564,100,45.83,rain,0,0,29.5,18.1,51.7,1011.2,100,3.1,39.5,2.9,1
3/25/2022,2022,3,25,Friday,day,1640.5,1009.88,-630.62,56.2,42.2,49.1,56.2,38.6,48,39.9,74.3,0.167,100,12.5,rain,0,0,24.8,13.7,275.2,1003.3,57.6,9,169.5,14.6,8
3/26/2022,2022,3,26,Saturday,end,1694.1,978.1,-716,50.1,40,47.1,50.1,33.9,43.5,32.9,58.1,0.021,100,12.5,rain,0,0,32.2,13.5,263.4,998.9,80.5,9.9,157.4,13.6,6
3/27/2022,2022,3,27,Sunday,end,1396.09,1130.86,-265.23,43,30,37.9,37.5,19.7,30.3,21.9,53.7,0,0,0,snow,0,0,35.8,18.6,287.3,1004.7,60,9.9,136.7,12.2,4
3/28/2022,2022,3,28,Monday,day,2026.42,1378.77,-647.65,30,21,26,20.3,9.2,14.9,4.9,40.2,0,0,0,,0,0,34.2,20.1,307.9,1013.7,45.1,9.9,152.2,12.9,6
3/29/2022,2022,3,29,Tuesday,day,1945.78,1298.14,-647.64,38.2,22,30,32,10.4,20.6,7.9,39.8,0,0,0,,0,0,31.3,21.6,327.5,1020.8,31,9.9,265.5,22.9,10
3/30/2022,2022,3,30,Wednesday,day,1430.74,1335.9,-94.84,45,23.2,35.1,40.2,17.3,31.5,15.5,46.2,0,0,0,snow,0,0,14.5,10.1,176.1,1021.3,36.4,9.9,113,9.9,5
3/31/2022,2022,3,31,Thursday,day,1344.73,1320.48,-24.25,69.9,42.4,57.7,69.9,40.8,57.4,50.2,76.4,0.151,100,16.67,rain,0,0,39.5,26.8,195.9,1004.9,90.1,9.6,71.7,6.1,3
4/1/2022,2022,4,1,Friday,day,1501.23,951.26,-549.97,62.8,43.1,51.9,62.8,35.8,49.7,38.5,63.2,0.609,100,33.33,rain,0,0,39.5,20.6,277.6,1003.3,85.7,9.8,143.8,12.3,8
4/2/2022,2022,4,2,Saturday,end,2035.87,864.07,-1171.8,51.4,36,43.9,51.4,29.8,39.9,23.2,44.1,0,0,0,,0,0,28.5,15.8,305.2,1016.5,28.3,9.9,240.1,20.6,8
4/3/2022,2022,4,3,Sunday,end,1408.06,1282.68,-125.38,50.9,39,43,50.9,35.3,40,37.6,81.7,0.215,100,37.5,rain,0,0,30.2,16.2,298.6,1009.6,74,9.3,80,6.9,6
4/4/2022,2022,4,4,Monday,day,1571.86,1013.68,-558.18,51.3,37.2,44.8,51.3,31.8,41.6,29.1,55,0,0,0,,0,0,31.8,14.7,301.7,1014.8,33.2,9.9,22.4,1.6,0
4/5/2022,2022,4,5,Tuesday,day,1319.2,1168.31,-150.89,55.2,37.1,46,55.2,37.1,44.6,36,69.6,0.068,100,12.5,rain,0,0,19.7,15.3,113.6,1015.7,80.4,9.5,104.5,9.1,4
4/6/2022,2022,4,6,Wednesday,day,1422.85,1422.54,-0.31,53.1,45,48.8,53.1,38.7,45.5,47.8,96.4,1.039,100,50,rain,0,0,27.7,17.7,53.8,1008.1,100,6,47,4.1,2
4/7/2022,2022,4,7,Thursday,day,1782.57,1782.57,0,54.1,44.1,48.2,54.1,37.9,44.8,47.9,98.6,1.711,100,66.67,rain,0,0,32.7,16.7,96.2,1005.5,100,4.3,20.2,1.8,1
4/8/2022,2022,4,8,Friday,day,1884.66,857.12,-1027.54,61.1,44.9,52.6,61.1,41.6,51.3,38.6,63.9,0.134,100,8.33,rain,0,0,27.3,12.8,259.6,1002.5,38.2,9.6,21,2.4,0
4/9/2022,2022,4,9,Saturday,end,1455.6,889.86,-565.74,54,44,47.9,54,40.2,46,40,76,0.17,100,33.33,rain,0,0,24.4,11.4,268.6,1003.5,85.4,9.3,21,2.4,0
4/10/2022,2022,4,10,Sunday,end,1317.63,968.93,-348.7,48.7,41,44.9,43.8,33.4,39.7,29.8,56.5,0,0,0,rain,0,0,26.5,16.1,308.6,1009.1,66.3,9.9,207.9,18,4
4/11/2022,2022,4,11,Monday,day,1836.41,932.38,-904.03,60.4,36.1,48.8,60.4,29.4,47,29.3,47.8,0,0,0,,0,0,20.7,11.4,253,1018.1,11.5,9.9,268.3,23.5,3
4/12/2022,2022,4,12,Tuesday,day,1857.86,947.84,-910.02,71.2,47.1,57.4,71.2,44.8,57,43.3,61.2,0.037,100,4.17,rain,0,0,22.8,12.6,297.6,1016,41.3,9.9,297,26.4,3
4/13/2022,2022,4,13,Wednesday,day,1630.12,884.84,-745.28,79.3,49.8,65.4,79.3,49.5,65.3,52.4,65,0,0,0,,0,0,20.6,12.4,183.7,1014.2,13.4,9.9,401.2,34.8,8
4/14/2022,2022,4,14,Thursday,day,1656.91,912.86,-744.05,81.1,57.1,69.4,81,57.1,69.5,55.1,61.8,0.534,100,25,rain,0,0,44.7,16.1,232.2,1007.8,31,9.5,334,28.8,3
4/15/2022,2022,4,15,Friday,day,1987.97,771.13,-1216.84,67,44.1,57.3,67,43.3,57.1,32,43.4,0,0,0,,0,0,29.5,16.7,236.3,1018.1,7.8,9.9,353.3,30.5,10
4/16/2022,2022,4,16,Saturday,end,1652.79,854.58,-798.21,72.1,47.1,59.4,72.1,45.1,59.1,37.9,47.3,0.115,100,12.5,rain,0,0,33.3,18.8,223,1012.7,31.2,9.7,206.8,17.8,8
4/17/2022,2022,4,17,Sunday,end,1869.81,798.19,-1071.62,49,37.9,44.6,46.1,33.8,40.4,29.3,58.5,0.017,100,8.33,rain,0,0,31.7,19.9,330.3,1019.6,44.6,9.9,254.8,22,10
4/18/2022,2022,4,18,Monday,day,1390.72,1249.92,-140.8,48.9,33,41.4,42.7,27.3,35.7,28.7,62.1,0.614,100,29.17,rain,0,0,40,22.6,79.9,1022.9,41.4,8.8,107.4,9.3,5
4/19/2022,2022,4,19,Tuesday,day,1510.42,1203.61,-306.81,48,38.1,43.3,42.3,28.1,36.2,32.7,69.3,0.392,100,25,rain,0,0,33.5,19.6,283.5,1008.1,77.7,8.2,152.6,13.3,7
4/20/2022,2022,4,20,Wednesday,day,2062.98,1049.31,-1013.67,57.1,38,47.1,57.1,31.8,44,26.7,46.5,0,0,0,,0,0,34.4,15.8,283.3,1026,1.3,9.9,298.7,25.9,9
4/21/2022,2022,4,21,Thursday,day,1442.07,1099.66,-342.41,61.2,37.2,51.6,61.2,37.2,51.5,36.3,57.8,0,0,0,,0,0,25,16.8,197.1,1029.5,31.1,9.9,179.9,15.8,6
4/22/2022,2022,4,22,Friday,day,1955.85,823.1,-1132.75,67.1,47.1,58.3,67.1,47.1,58.2,36.9,49.7,0,0,0,,0,0,22.8,12.8,314.9,1027.5,8.1,9.9,281.3,24.3,9
4/23/2022,2022,4,23,Saturday,end,1384.74,897.43,-487.31,62.2,47.1,54.9,62.2,47.1,54.8,34.5,46.4,0,0,0,,0,0,13.2,8.8,97.8,1026.6,72.6,9.9,139.4,12.1,6
4/24/2022,2022,4,24,Sunday,end,1896.3,709.38,-1186.92,65.1,46.2,55.4,65.1,44,54.8,40.4,59,0,0,0,,0,0,23,17.3,93.3,1022.4,13.2,9.9,270.5,23.5,8
4/25/2022,2022,4,25,Monday,day,960.11,919.17,-40.94,57,44,50.8,57,40.8,49.7,40.1,67.8,0,0,0,rain,0,0,16.8,13.2,89.4,1022.4,74.6,9.9,96.9,8.3,3
4/26/2022,2022,4,26,Tuesday,day,1247.07,965.46,-281.61,66.1,52.1,57.9,66.1,52.1,57.9,51,78.4,0.039,100,25,rain,0,0,20.1,11.2,7.3,1016.6,98,9.7,114.3,9.9,4
4/27/2022,2022,4,27,Wednesday,day,1430.09,1018.7,-411.39,57,43.1,49.5,57,37.2,47.1,32.9,54.3,0,0,0,rain,0,0,29.7,19.7,306,1015,81.4,9.8,150.9,13,7
4/28/2022,2022,4,28,Thursday,day,2065.44,962.32,-1103.12,55.3,37.1,45.5,55.3,28,40.7,17.2,35.7,0,0,0,,0,0,35.9,22,326.1,1017.2,36.7,9.9,293.5,25.4,9
4/29/2022,2022,4,29,Friday,day,2283.44,896.18,-1387.26,61.2,38,49.4,61.2,33.6,47.6,12.2,23.7,0,0,0,,0,0,27.5,19.3,325.3,1019,0.1,9.9,325.8,28.3,10
4/30/2022,2022,4,30,Saturday,end,2190.5,880.11,-1310.39,67,39,53,67,35.8,51.6,20.6,30.3,0,0,0,,0,0,19.7,13.4,331,1019.2,0.1,9.9,328,28.4,10
5/1/2022,2022,5,1,Sunday,end,1969.68,876.64,-1093.04,69.4,35.9,54.6,69.4,32.4,54.2,36.6,55.5,0,0,0,,0,0,17.4,8.9,198.5,1018.3,21.7,9.9,261.5,22.6,9
5/2/2022,2022,5,2,Monday,day,1312.29,1185.36,-126.93,63.2,49.1,55.8,63.2,47.3,55.7,52,87.9,1.166,100,20.83,rain,0,0,15.7,8.7,47,1016,83.9,7.5,85.2,7.4,5
5/3/2022,2022,5,3,Tuesday,day,1393.88,748.43,-645.45,66.8,50,56.7,66.8,50,56.7,50.4,80.6,0,0,0,rain,0,0,20.1,13.4,95.4,1019.1,49.4,9,241.9,21,8
5/4/2022,2022,5,4,Wednesday,day,1394.17,1067.21,-326.96,64.3,48.8,54.9,64.3,44.8,54.1,52.4,91.8,0.149,100,25,rain,0,0,17.2,9.8,82,1014.8,92.7,9,110.8,9.6,5
5/5/2022,2022,5,5,Thursday,day,1545.09,776.78,-768.31,71.2,57,62.4,71.2,57,62.4,50,67,0,0,0,rain,0,0,21.3,10.8,340.4,1016.8,50.3,9.5,258.4,22.4,9
5/6/2022,2022,5,6,Friday,day,1254.67,1254.67,0,58.9,47.1,53.9,58.9,42.4,52.9,50.2,87.9,0.706,100,58.33,rain,0,0,28,12.3,93.4,1012.3,80.2,6.9,57.5,5.1,2
5/7/2022,2022,5,7,Saturday,end,1338.14,1337.83,-0.31,50,43.1,47.6,50,35.5,42.3,45.9,94.1,1.051,100,100,rain,0,0,41.2,24.3,56,1008.2,100,5.4,22.5,2.5,0
5/8/2022,2022,5,8,Sunday,end,1980.41,804.2,-1176.21,59,41,49.3,59,33.6,46.5,34.6,60,0.213,100,41.67,rain,0,0,35.6,24.2,43,1017.1,88.6,9.4,143.5,12.4,5
5/9/2022,2022,5,9,Monday,day,2094.4,813.63,-1280.77,69.4,44.8,56.9,69.4,39.2,55.4,24,29,0.001,100,4.17,rain,0,0,34.9,20.3,43.9,1021.8,14.2,9.9,304.9,26.3,9
5/10/2022,2022,5,10,Tuesday,day,1875.48,840.08,-1035.4,71.3,48.8,59.6,71.3,44.5,59.3,24.6,26.6,0,0,0,,0,0,30.8,21.6,57,1025.4,23.9,9.9,293.7,25.4,9
5/11/2022,2022,5,11,Wednesday,day,1133.68,815.53,-318.15,72,51.6,60.9,72,51.6,60.9,40.6,48.1,0,0,0,,0,0,28.4,16.2,43.5,1023.9,42,9.9,167.5,14.5,5
5/12/2022,2022,5,12,Thursday,day,1430.38,835.68,-594.7,75,53,63.5,75,53,63.5,56.6,79.1,0,0,0,,0,0,21.9,12.6,74.6,1024.2,57,9.9,218.7,19,9
5/13/2022,2022,5,13,Friday,day,1224.11,945.03,-279.08,71.2,57.9,63,71.2,57.9,63,61.8,96.1,0.036,100,29.17,rain,0,0,21.9,12.4,67.4,1023,100,5.4,115.4,10,4
5/14/2022,2022,5,14,Saturday,end,1057.76,1055.25,-2.51,66.9,61.1,63.9,66.9,61.1,63.9,63.4,98.4,0.247,100,41.67,rain,0,0,14.8,9.8,101.4,1017.3,100,3.3,45.9,3.9,1
5/15/2022,2022,5,15,Sunday,end,1498.14,793.48,-704.66,79,62,69,79,62,69,62.8,81.9,0,0,0,rain,0,0,19.7,12.3,233.1,1011.3,81.2,7.5,161.5,13.9,4
5/16/2022,2022,5,16,Monday,day,1293.12,937.46,-355.66,78.2,61.3,67.7,78.2,61.3,67.7,63,85.7,0.363,100,12.5,rain,0,0,40.3,14.8,226.7,1005.2,58.1,8.2,158,13.7,6
5/17/2022,2022,5,17,Tuesday,day,1816.92,819.31,-997.61,77,53,65.7,77,53,65.7,45.8,53.4,0,0,0,,0,0,31.7,20.4,288,1008,5.5,9.9,588.5,51.3,10
5/18/2022,2022,5,18,Wednesday,day,1757.4,820.88,-936.52,70.3,51.2,61.3,70.3,51.2,61.3,42.8,51.6,0,0,0,,0,0,19.7,10.5,295.1,1013.5,12.6,9.9,960,84,10
5/19/2022,2022,5,19,Thursday,day,1470.43,972.74,-497.69,73.3,53.1,61.2,73.3,53.1,61.2,56.6,85.9,0.78,100,33.33,rain,0,0,19.7,7.7,183.5,1007.6,71.9,8.3,960,84,10
5/20/2022,2022,5,20,Friday,day,1315.7,985.9,-329.8,83.1,55.1,65.4,83.9,55.1,65.4,61.9,90.1,0.441,100,16.67,rain,0,0,34.4,12.2,85,1011.5,52.1,6.8,960,84,10
5/21/2022,2022,5,21,Saturday,end,1840.88,882.32,-958.56,91.3,62.2,76.4,94.6,62.2,78,66.3,75,0,0,0,rain,0,0,16.8,10.3,241.2,1014.7,41.7,6,867.6,75.9,10
5/22/2022,2022,5,22,Sunday,end,1806.81,990.96,-815.85,88.3,70.2,77.9,91.9,70.2,79,68.3,73.9,0.019,100,12.5,rain,0,0,35.7,11.4,238.7,1015.2,11.5,9.8,960,84,10
5/23/2022,2022,5,23,Monday,day,1736.26,891.44,-844.82,73.4,57.1,66.9,73.4,57.1,66.9,50.9,57.8,0,0,0,rain,0,0,27.3,15.7,350.3,1020.5,26.4,9.9,235,20.9,0
5/24/2022,2022,5,24,Tuesday,day,1294.98,898.7,-396.28,66,56,62.2,66,56,62.2,48.9,62.5,0,0,0,rain,0,0,20.8,13.3,101,1024,90.9,9.9,49,4.8,0
5/25/2022,2022,5,25,Wednesday,day,1828.87,855.84,-973.03,71.1,51,60.2,71.1,51,60.2,47.5,65.5,0,0,0,,0,0,18.3,13,94.8,1027,19.8,9.9,49,4.8,0
5/26/2022,2022,5,26,Thursday,day,1194.8,935.87,-258.93,71.9,51,62.1,71.9,51,62.1,53.7,74.5,0,0,0,rain,0,0,14.8,12.5,149.1,1023.3,80.1,9.9,49,4.8,0
5/27/2022,2022,5,27,Friday,day,1136.54,975.52,-161.02,76.1,64.2,67.7,76.1,64.2,67.7,66,94.6,0.176,100,16.67,rain,0,0,25.3,13.5,182,1012.4,94.2,7.1,49,4.8,0
5/28/2022,2022,5,28,Saturday,end,1818.89,783.73,-1035.16,75,65,69,75,65,69,62.9,82.8,0.498,100,25,rain,0,0,26,15,282.3,1007.2,68.3,9.4,49,4.8,0
5/29/2022,2022,5,29,Sunday,end,1872.34,795.98,-1076.36,78.2,57.7,68.9,78.2,57.7,68.9,56.5,68.3,0,0,0,,0,0,11.2,7.9,328.5,1016.2,20.3,9.9,49,4.8,0
5/30/2022,2022,5,30,Monday,day,1909.84,828.75,-1081.09,86.2,58.9,74,87.5,58.9,74.4,62.6,70.8,0,0,0,rain,0,0,19.7,10,219,1018,4,9.6,49,4.8,0
5/31/2022,2022,5,31,Tuesday,day,1648.39,924.21,-724.18,92.2,70,81.6,92.3,70,82.1,64.3,59.7,0,0,0,,0,0,19.5,13.4,288.9,1014.3,8.6,9.9,49,4.8,0
6/1/2022,2022,6,1,Wednesday,day,1504.14,1062.81,-441.33,80.8,60.2,68.1,82.3,60.2,68.1,61.8,81.3,0.001,100,4.17,rain,0,0,25.1,13.3,79.8,1012.3,54.2,9.1,49,4.8,0
6/2/2022,2022,6,2,Thursday,day,1748.29,1331.81,-416.48,80.1,60.3,69.3,82.9,60.3,69.6,65.3,88,0.454,100,54.17,rain,0,0,16.1,7.6,273.9,1006.9,75.5,8.2,41.5,4,1
6/3/2022,2022,6,3,Friday,day,1813.77,1278.9,-534.87,78.2,63.4,70.1,78.2,63.4,70.1,60.6,75.5,0.091,100,4.17,rain,0,0,13.6,9.2,345.4,1007.2,48,8.1,49,4.8,0
6/4/2022,2022,6,4,Saturday,end,2034.58,933.35,-1101.23,81.2,56,69.8,79.8,56,69.5,49.1,54.1,0,0,0,,0,0,20.8,12.4,303.2,1010.8,1,9.9,49,4.8,0
